aadb=1,嗷嗷待哺
cqbq=1,残缺不全
cqgr=1,才气过人
cql=1,藏起来
cqxl=1,猜拳行令
cqyv=1,藏巧于拙
cqzh=1,擦枪走火
crbp=1,从容不迫
crfj=1,催人奋进
crfx=1,灿若繁星
crjy=1,从容就义
crlx=1,催人泪下
crn=1,凑热闹
cryd=1,从容应对
cscb=1,苍松翠柏
csju=1,财色兼收
cskk=1,沧桑坎坷
csmj=1,才思敏捷
ct=1,从头
ctbr=1,寸土不让
ctbv=1,寸土必争
ctdw=1,从头到尾
ctej=1,从天而降
ctku=1,从头开始
ctlg=1,从头来过
ctlw=1,藏头露尾
ctsy=1,蹉跎岁月
ctwm=1,粗通文墨
ctz=1,醋坛子
ctzl=1,从头再来
ctzu=1,苍天在上
cub=1,测试版
cubj=1,措手不及
cucd=1,此时此地
cuck=1,此时此刻
cucu=1,草率从事
cudx=1,从上到下
cugr=1,才识过人
cujc=1,错上加错
cujt=1,蚕食鲸吞
culj=1,错失良机
cuqj=1,厕身其间
curl=1,从善如流
cuvd=1,藏身之地
cuvv=1,从始至终
cuxq=1,才疏学浅
cuzh=1,次生灾害
cvdy=1,粗枝大叶
cvgj=1,操之过急
cvj=1,财政局
cvlz=1,粗制滥造
cvy=1,侧重于
cvyl=1,从中渔利
cvyn=1,残渣余孽
cvyv=1,藏着掖着
cvyx=1,粗中有细
cvzg=1,从中作梗
cw=1,错误
cwbi=1,错误百出
cwdy=1,从无到有
cwjg=1,从未见过
cwjx=1,存亡绝续
cwng=1,藏污纳垢
cwrd=1,惨无人道
cwyg=1,从未有过
cx=1,才行
cxd=1,才晓得
cxdd=1,从小到大
cxdy=1,粗心大意
cxf=1,磁悬浮
cxny=1,藏形匿影
cxql=1,才想起来
cxtx=1,促膝谈心
cyb=1,搓衣板
cyby=1,采阴补阳
cyc=1,猜一猜
cyd=1,曾一度
cydb=1,残垣断壁
cyev=1,从一而终
cygg=1,财源滚滚
cygj=1,财源广进
cyht=1,财运亨通
cyiy=1,此言差矣
cykn=1,才有可能
cyku=1,从一开始
cylz=1,呲牙咧嘴
cypf=1,村野匹夫
cyvx=1,恻隐之心
czdw=1,从早到晚
czfz=1,错综复杂
czg=1,存在感
czjr=1,才子佳人
czjx=1,踩在脚下
czlp=1,错字连篇
cznj=1,藏踪蹑迹
czqj=1,厕足其间
czt=1,操作台
cztl=1,惨遭屠戮
czxt=1,操作系统
db=1,代表
dbbp=1,打抱不平
dbcy=1,断壁残垣
dbd=1,对不对
dbdd=1,得不到的
dbdl=1,大包大揽
dbf=1,大部分
dbfr=1,大部分人
dbgt=1,对簿公堂
dbh=1,都不会
dbi=1,打不出
dbil=1,打不出来
dbiu=1,得不偿失
dbiy=1,大病初愈
dbj=1,等不及
dbk=1,打不开
dbku=1,都不吭声
dbku=1,大败亏输
dbl=1,大不了
dbld=1,大不列颠
dblx=1,大步流星
dbm=1,道不明
dbml=1,淡泊名利
dbmv=1,淡泊明志
dbn=1,大半年
dbq=1,对不起
dbqj=1,调兵遣将
dbr=1,倒不如
dbrl=1,倒背如流
dbrq=1,大不如前
dbrw=1,代表人物
dbt=1,大白天
dbtx=1,独步天下
dbu=1,都不是
dbuh=1,对不上号
dbuu=1,多不胜数
dbux=1,待办事项
dbv=1,对不住
dbvd=1,都不知道
dbx=1,代表性
dbxj=1,短兵相接
dbxp=1,东奔西跑
dbxz=1,东奔西走
dby=1,大本营
dbyd=1,倒不一定
dbyf=1,大饱眼福
dbyi=1,大病一场
dbyu=1,独步一时
dbyy=1,大不一样
dbz=1,代表作
dcc=1,低层次
dcdb=1,大慈大悲
dcdy=1,多才多艺
dcjb=1,德才兼备
dcji=1,得寸进尺
dcju=1,打草惊蛇
dcl=1,打错了
dctc=1,大错特错
dcwv=1,到此为止
dcxy=1,大材小用
dcyj=1,多此一举
dd=1,得到
ddbd=1,当断不断
ddbh=1,多多包涵
ddbr=1,咄咄逼人
ddbt=1,胆大包天
ddbv=1,多多保重
ddbx=1,喋喋不休
ddcc=1,躲躲藏藏
dddd=1,点点滴滴
dddd=1,地地道道
dddq=1,大敌当前
dddv=1,得道多助
dddx=1,独断独行
ddff=1,大大方方
ddfh=1,单刀赴会
ddgg=1,大动干戈
ddgg=1,嘀嘀咕咕
ddgu=1,咄咄怪事
ddgv=1,多多关照
ddh=1,打电话
ddhb=1,颠倒黑白
ddhf=1,打道回府
ddhr=1,打得火热
ddiu=1,大打出手
ddix=1,得道成仙
ddjv=1,点到即止
ddkf=1,大刀阔斧
ddl=1,得到了
ddll=1,大大咧咧
ddls=1,道德沦丧
ddmm=1,弟弟妹妹
ddp=1,电灯泡
ddq=1,对得起
ddqf=1,跌宕起伏
ddqk=1,颠倒乾坤
ddqq=1,的的确确
ddrl=1,对答如流
ddss=1,哆哆嗦嗦
ddu=1,大多数
dduf=1,颠倒是非
ddur=1,大多数人
dduu=1,多多少少
dduy=1,地动山摇
ddv=1,东道主
ddvf=1,当地政府
ddvj=1,多多指教
ddvk=1,大打折扣
ddvr=1,单刀直入
ddvv=1,跌跌撞撞
ddvx=1,独断专行
ddwb=1,地大物博
ddwv=1,点到为止
ddww=1,胆大妄为
ddwx=1,当代文学
ddxc=1,东躲西藏
ddxi=1,代代相传
ddxw=1,东倒西歪
ddxx=1,断断续续
ddyg=1,达到一个
ddym=1,独当一面
ddyp=1,倒打一耙
ddyu=1,多多益善
ddyy=1,颠倒阴阳
deb=1,第二遍
debf=1,当耳边风
dec=1,第二次
dedd=1,大恩大德
deg=1,第二个
dehv=1,大而化之
deld=1,吊儿郎当
dem=1,第二名
depf=1,当耳旁风
deq=1,大而全
deww=1,淡而无味
df=1,地方
dfb=1,电饭煲
dfcb=1,大发慈悲
dfd=1,大幅度
dfdg=1,大富大贵
dfdj=1,巅峰对决
dfdl=1,大风大浪
dfh=1,东方红
dfhv=1,洞房花烛
dfjc=1,大放厥词
dflt=1,大发雷霆
dfm=1,单方面
dfn=1,豆腐脑
dfpp=1,大腹便便
dfsw=1,答非所问
dfu=1,电风扇
dfuu=1,大幅上升
dfuv=1,大幅上涨
dfuy=1,大幅上扬
dfv=1,豆腐渣
dfvf=1,地方政府
dfvj=1,大方之家
dfvv=1,大费周章
dfw=1,大范围
dfx=1,地方性
dfxc=1,大幅下挫
dfxd=1,大幅下跌
dfxj=1,大幅下降
dfyc=1,大放异彩
dfyw=1,荡妇淫娃
dfzj=1,登峰造极
dfzr=1,道法自然
dfzy=1,毒副作用
dgb=1,打个包
dgbf=1,打个比方
dgbv=1,丢官罢职
dgdh=1,打个电话
dgf=1,大锅饭
dgg=1,大哥哥
dggi=1,大功告成
dggr=1,达官贵人
dghu=1,电光火石
dgi=1,胆固醇
dgjy=1,刀光剑影
dgm=1,大规模
dgmn=1,都干嘛呢
dgn=1,多功能
dgng=1,渡过难关
dgq=1,打官腔
dgqg=1,得过且过
dgrx=1,地广人稀
dgs=1,打官司
dgvm=1,达观知命
dgvy=1,帝国主义
dgws=1,大公无私
dgwv=1,德高望重
dgxg=1,达官显贵
dgxu=1,多管闲事
dgyh=1,登高一呼
dgyi=1,道高一尺
dgzy=1,打躬作揖
dhbj=1,大惑不解
dhdj=1,大喊大叫
dhdl=1,大红大绿
dhdz=1,大红大紫
dhe=1,等会儿
dhhh=1,灯火辉煌
dhhm=1,电话号码
dhhu=1,大好河山
dhhy=1,电话会议
dhi=1,大合唱
dhie=1,打黑除恶
dhj=1,打火机
dhjl=1,灯红酒绿
dhjv=1,刁滑奸诈
dhlt=1,大祸临头
dhlu=1,调虎离山
dhlv=1,大海捞针
dhqu=1,大获全胜
dhrz=1,对号入座
dhs=1,导火索
dhug=1,大好时光
dhuv=1,定海神针
dhxj=1,大呼小叫
didh=1,大吃大喝
didl=1,大吹大擂
didw=1,大彻大悟
difl=1,大吹法螺
dih=1,倒春寒
dikx=1,东床快婿
dil=1,洞察力
diqh=1,洞察秋毫
diqj=1,洞察其奸
disy=1,得偿所愿
diuf=1,东窗事发
diug=1,多愁善感
dixc=1,冬虫夏草
dixj=1,雕虫小技
diyj=1,大吃一惊
diyp=1,打成一片
diyv=1,达成一致
djbf=1,打击报复
djcw=1,低级错误
djd=1,打交道
djdg=1,对酒当歌
djdl=1,大吉大利
djdq=1,大江东去
djdx=1,东京大学
djeg=1,待价而沽
djff=1,大家风范
djfy=1,刀锯斧钺
djgl=1,大驾光临
djgx=1,大家闺秀
djh=1,大家好
djhy=1,独具慧眼
djjl=1,殚精竭虑
djju=1,打家劫舍
djjx=1,独具匠心
djld=1,当机立断
djlj=1,弹尽粮绝
djnb=1,大江南北
djqw=1,低级趣味
djru=1,堆积如山
djt=1,电吉他
djti=1,地久天长
dju=1,倒计时
djup=1,担惊受怕
djus=1,大惊失色
djvb=1,点睛之笔
djvm=1,当局者迷
djwv=1,大局为重
djxg=1,大惊小怪
djxx=1,大街小巷
djy=1,都江堰
djyd=1,大局已定
djyg=1,独具一格
djzv=1,当家做主
dkbb=1,大可不必
dkdy=1,大快朵颐
dkdz=1,低开低走
dkgz=1,低开高走
dkhu=1,多快好省
dkl=1,抵抗力
dkld=1,大开绿灯
dkn=1,都可能
dknh=1,豆蔻年华
dkqj=1,丢盔弃甲
dkrx=1,大快人心
dktx=1,刀口舔血
dkuj=1,大开杀戒
dkvd=1,待客之道
dkwv=1,大块文章
dkxj=1,丢盔卸甲
dkyj=1,大开眼界
dl=1,到了
dlb=1,得了吧
dlbl=1,的黎波里
dlby=1,得来不易
dlc=1,大老粗
dld=1,多伦多
dldd=1,多劳多得
dldf=1,颠鸾倒凤
dldq=1,颠来倒去
dldw=1,独来独往
dlet=1,夺路而逃
dlfs=1,独领风骚
dlg=1,第六感
dlh=1,度量衡
dlhd=1,雕梁画栋
dlj=1,邓丽君
dljx=1,打了鸡血
dll=1,带来了
dlm=1,对立面
dlmb=1,顶礼膜拜
dlq=1,多了去
dlqg=1,等量齐观
dlql=1,多了去了
dlr=1,代理人
dlrh=1,地利人和
dlt=1,大冷天
dlth=1,地老天荒
dltu=1,大浪淘沙
dlu=1,大理石
dlv=1,顶梁柱
dlvc=1,栋梁之材
dlvi=1,大力支持
dlwu=1,得陇望蜀
dlx=1,独立性
dlxi=1,东拉西扯
dlxv=1,鼎力相助
dly=1,大老远
dlym=1,大老爷们
dlz=1,独龙族
dlzv=1,独立自主
dmar=1,道貌岸然
dmc=1,代名词
dmdd=1,大名鼎鼎
dmdy=1,大模大样
dmei=1,夺门而出
dmix=1,大梦初醒
dmnj=1,多米尼加
dmnk=1,多米尼克
dmnv=1,独木难支
dmq=1,独木桥
dmt=1,多媒体
dmud=1,多谋善断
dmuy=1,低眉顺眼
dmv=1,大拇指
dmvy=1,低眉折腰
dmxg=1,等米下锅
dn=1,电脑
dnbd=1,大逆不道
dnbs=1,大难不死
dnck=1,顿涅茨克
dndx=1,东南大学
dne=1,低能儿
dniy=1,大年初一
dnlt=1,大难临头
dnlu=1,对你来说
dntq=1,对牛弹琴
dnxb=1,东南西北
dnxl=1,冬暖夏凉
dny=1,东南亚
dnyl=1,多年以来
dnzm=1,当牛做马
dpbp=1,颠扑不破
dpll=1,颠沛流离
dpm=1,大屏幕
dpw=1,肚皮舞
dpx=1,地平线
dpxc=1,东拼西凑
dpxj=1,独辟蹊径
dpxu=1,短篇小说
dpyj=1,跌破眼镜
dqbr=1,刀枪不入
dqbz=1,底气不足
dqc=1,大气层
dqdl=1,大起大落
dqdl=1,大权独揽
dqh=1,电气化
dqhi=1,荡气回肠
dqjd=1,当且仅当
dqjj=1,刀枪剑戟
dql=1,躲起来
dqmq=1,打情骂俏
dqpb=1,大气磅礴
dqpl=1,大权旁落
dqpm=1,单枪匹马
dqrc=1,的确如此
dqrk=1,刀枪入库
dqrv=1,大巧若拙
dqsz=1,得其所哉
dquj=1,大千世界
dquz=1,底气十足
dqv=1,当权者
dqwg=1,但求无过
dqwi=1,大器晚成
dqwr=1,大气污染
dqx=1,地区性
dqy=1,大气压
dqz=1,兜圈子
dqzw=1,大权在握
drbh=1,当然不会
drbr=1,当仁不让
drbu=1,当然不是
drdy=1,大仁大义
drgh=1,洞若观火
driv=1,淡然处之
drjw=1,待人接物
drkm=1,遁入空门
drky=1,当然可以
drmj=1,呆若木鸡
drnm=1,多如牛毛
drrn=1,度日如年
drsa=1,夺人所爱
drsh=1,夺人所好
drt=1,电热毯
drtt=1,动如脱兔
drug=1,代人受过
drvm=1,达人知命
drw=1,大人物
drwc=1,荡然无存
drxp=1,动人心魄
drxx=1,动人心弦
drxy=1,丢人现眼
dryd=1,低人一等
dryx=1,淡然一笑
dsb=1,第三遍
dsds=1,颠三倒四
dsg=1,第三个
dsls=1,丢三落四
dsv=1,第三者
dsxs=1,低三下四
dt=1,代替
dtb=1,跌停板
dtbd=1,动弹不得
dtbh=1,当头棒喝
dtby=1,低头不语
dtdh=1,得天独厚
dtdn=1,呆头呆脑
dtfd=1,洞天福地
dtfy=1,党同伐异
dtgv=1,大庭广众
dth=1,洞庭湖
dthy=1,点头哈腰
dtir=1,打铁趁热
dtl=1,到头来
dtld=1,顶天立地
dtlu=1,对他来说
dtq=1,大提琴
dtru=1,登堂入室
dtt=1,断头台
dttg=1,打退堂鼓
dttu=1,道听途说
dttx=1,刀头舔血
dtu=1,大体上
dtus=1,顶头上司
dtv=1,打头阵
dtx=1,独特性
dtxd=1,大体相当
dtxm=1,东涂西抹
dtxy=1,大同小异
dtxz=1,大题小作
dty=1,等同于
dtyb=1,当头一棒
dub=1,多少遍
dubl=1,滴水不漏
duc=1,多少次
ducb=1,得失参半
dudf=1,大是大非
dudj=1,动手动脚
dudj=1,大手大脚
dudq=1,嗲声嗲气
dufj=1,大煞风景
duhh=1,刀山火海
duhx=1,大事化小
duhy=1,大受欢迎
duij=1,点石成金
duj=1,电视剧
dujh=1,大声疾呼
dukf=1,独守空房
dulm=1,电闪雷鸣
dunl=1,多少年来
dunq=1,多少年前
dupv=1,大事铺张
duqu=1,独善其身
dur=1,多少人
dusq=1,大势所趋
dusw=1,大失所望
dutx=1,大赦天下
duuq=1,多少事情
duvq=1,多事之秋
duwf=1,但说无妨
duwy=1,多说无益
duxp=1,东施效颦
duxq=1,低声下气
duyd=1,多少有点
duyg=1,都是一个
duyq=1,大势已去
duyv=1,独树一帜
duyw=1,都是因为
duyx=1,多少有些
duyy=1,都是一样
duzn=1,独生子女
duzq=1,东山再起
dvat=1,独占鳌头
dvay=1,斗志昂扬
dvd=1,都知道
dvdh=1,大智大慧
dvdj=1,动辄得咎
dvdy=1,斗智斗勇
dvf=1,大丈夫
dvfv=1,大政方针
dvg=1,对着干
dvh=1,大众化
dvht=1,大展宏图
dvjg=1,党政机关
dvq=1,等着瞧
dvqg=1,大张旗鼓
dvqj=1,洞烛其奸
dvqy=1,断章取义
dvry=1,大智若愚
dvux=1,斗折蛇行
dvwg=1,敌众我寡
dvwk=1,当之无愧
dvwx=1,得之我幸
dvx=1,大中型
dvxj=1,胆战心惊
dvxt=1,东征西讨
dvxw=1,东张西望
dvxy=1,对症下药
dvxy=1,斗转星移
dvyq=1,动之以情
dvyx=1,大专院校
dwbt=1,大为不同
dwcl=1,断无此理
dwdl=1,独往独来
dwez=1,达斡尔族
dwj=1,端午节
dwju=1,读万卷书
dwjx=1,帝王将相
dwk=1,吊胃口
dwl=1,都忘了
dwlu=1,对我来说
dwsr=1,睹物思人
dwuj=1,党委书记
dwvd=1,弹丸之地
dwvj=1,当务之急
dww=1,大无畏
dwxf=1,弹无虚发
dwy=1,动物园
dx=1,东西
dxal=1,大兴安岭
dxb=1,大小便
dxbg=1,打小报告
dxbk=1,大卸八块
dxby=1,大学毕业
dxd=1,单行道
dxdb=1,大喜大悲
dxdh=1,涤瑕荡秽
dxe=1,店小二
dxf=1,东西方
dxfv=1,断线风筝
dxg=1,胆小鬼
dxgw=1,大喜过望
dxh=1,都喜欢
dxhf=1,旦夕祸福
dxi=1,大学城
dxj=1,电信局
dxjh=1,短小精悍
dxjn=1,妒贤嫉能
dxjt=1,大相径庭
dxl=1,掉下来
dxm=1,大熊猫
dxnb=1,东西南北
dxnu=1,倒行逆施
dxpu=1,胆小怕事
dxq=1,待下去
dxqd=1,大行其道
dxqj=1,大学期间
dxqu=1,独行其是
dxqy=1,大型企业
dxru=1,胆小如鼠
dxs=1,单相思
dxsd=1,大写锁定
dxtm=1,大兴土木
dxu=1,大学生
dxuh=1,大学生活
dxut=1,大显神通
dxuu=1,大显身手
dxuv=1,等闲视之
dxvb=1,等闲之辈
dxvj=1,旦夕之间
dxvp=1,断袖之癖
dxw=1,定心丸
dxx=1,大小写
dxxj=1,带薪休假
dxxy=1,大学校园
dxy=1,大西洋
dxyu=1,得心应手
dxz=1,东乡族
dyb=1,第一遍
dyba=1,大洋彼岸
dybc=1,大言不惭
dybf=1,东亚病夫
dybl=1,倒也罢了
dyby=1,大有裨益
dyc=1,第一次
dycb=1,断垣残壁
dydb=1,大摇大摆
dydr=1,大鱼大肉
dydz=1,多有得罪
dyfv=1,打预防针
dyg=1,第一个
dyh=1,单引号
dyhe=1,等一会儿
dyi=1,打圆场
dyjh=1,答疑解惑
dyju=1,第一件事
dykw=1,大有可为
dyl=1,第一轮
dylr=1,大义凛然
dym=1,第一名
dymq=1,大义灭亲
dymu=1,得意门生
dyn=1,第一年
dypp=1,大雨瓢泼
dypt=1,大雨滂沱
dyq=1,呆一起
dyqi=1,低吟浅唱
dyqq=1,大异其趣
dyqx=1,掉以轻心
dyr=1,代言人
dyrc=1,但愿如此
dyrz=1,大有人在
dytj=1,第一桶金
dyu=1,打油诗
dyux=1,德艺双馨
dyv=1,大洋洲
dyvt=1,大雅之堂
dyvv=1,地缘政治
dyvy=1,多云转阴
dyvz=1,得意之作
dywe=1,独一无二
dywx=1,得意忘形
dyx=1,等一下
dyxb=1,东摇西摆
dyy=1,都一样
dyyd=1,盗亦有道
dyyg=1,对于一个
dyyy=1,得意洋洋
dyzw=1,大有作为
dzbx=1,胆子不小
dzdc=1,多姿多彩
dzdn=1,多灾多难
dzem=1,抵足而眠
dzgg=1,刁钻古怪
dzgv=1,待字闺中
dzh=1,大杂烩
dzjs=1,断子绝孙
dzkb=1,刁钻刻薄
dzl=1,肚子里
dzlg=1,戴罪立功
dzq=1,打砸抢
dzsf=1,鼎足三分
dzuw=1,电子商务
dzvu=1,鼎足之势
dzwv=1,大做文章
dzy=1,打字员
dzyr=1,独自一人
dzyx=1,电子邮箱
ea=1,恩爱
eb=1,而不
ebe=1,饿不饿
ebf=1,耳边风
ebh=1,而不会
ebhk=1,耳鼻喉科
ebjr=1,二八佳人
ebl=1,饿扁了
ebn=1,而不能
ebq=1,而不去
ebs=1,饿不死
ebsm=1,耳鬓厮磨
ebu=1,而不是
ebw=1,二百五
eby=1,而不用
ec=1,恩赐
ecmm=1,耳聪目明
ed=1,额度
edj=1,二等奖
edyj=1,恩断义绝
eeaa=1,恩恩爱爱
eeds=1,鄂尔多斯
eenn=1,厄尔尼诺
ef=1,而非
efvy=1,二分之一
eg=1,恶搞
egbd=1,峨冠博带
egde=1,厄瓜多尔
ege=1,恩格尔
egmy=1,恶贯满盈
egqj=1,耳根清净
egt=1,二锅头
ehbu=1,二话不说
ehh=1,恶狠狠
ehmu=1,二话没说
ehpu=1,饿虎扑食
ehy=1,二合一
eiu=1,二传手
ej=1,耳机
ejd=1,二季度
ejib=1,恩将仇报
ejv=1,二进制
ek=1,儿科
el=1,恶劣
eliz=1,鄂伦春族
els=1,俄罗斯
elvn=1,而立之年
elxv=1,二龙戏珠
elz=1,二流子
em=1,噩梦
emdx=1,鹅毛大雪
emtf=1,阿弥陀佛
emu=1,峨眉山
emvv=1,恶名昭彰
emyx=1,耳目一新
endz=1,婀娜多姿
eniq=1,儿女成群
enj=1,二年级
enqi=1,儿女情长
eo=1,偶尔
ep=1,恶评
epf=1,耳旁风
epg=1,阿房宫
eq=1,而且
ermr=1,耳濡目染
es=1,饿死
esl=1,饿死了
esmt=1,儿孙满堂
esu=1,二三十
esux=1,饿死事小
et=1,儿童
etbf=1,耳听八方
etby=1,儿童不宜
etj=1,儿童节
etmm=1,耳提面命
etwx=1,儿童文学
etzz=1,恩同再造
eub=1,二十八
eue=1,二十二
eueq=1,恶声恶气
euiq=1,额手称庆
euj=1,二十九
eul=1,二十六
eunx=1,耳熟能详
euq=1,二十七
eus=1,二十三
euuj=1,二十世纪
euw=1,二十五
euy=1,二十一
euyg=1,而是一个
ev=1,二者
evi=1,二指禅
evru=1,恩重如山
ew=1,额外
ewbu=1,恩威并施
ewbv=1,恩威并重
ewit=1,扼腕长叹
ewkz=1,鄂温克族
ewm=1,二维码
ewmd=1,耳闻目睹
ewux=1,耳闻是虚
ex=1,儿戏
exxh=1,恶性循环
ey=1,而已
eyeb=1,恶有恶报
eyf=1,二月份
eyfi=1,阿谀奉承
eyfm=1,恩怨分明
eyfy=1,阿谀逢迎
eyht=1,二氧化碳
eyqi=1,恩怨情仇
eyur=1,恶语伤人
eyvu=1,恶语中伤
eywv=1,尔虞我诈
eyxj=1,恶语相加
ez=1,儿子
ezj=1,恶作剧
fb=1,方便
fb=1,分别
fbcv=1,风必摧之
fbdz=1,罚不当罪
fbf=1,烦不烦
fbgu=1,奋不顾身
fbi=1,发不出
fbk=1,分不开
fbl=1,分辨率
fblx=1,分崩离析
fbm=1,方便面
fbq=1,分不清
fbu=1,分别是
fbud=1,腹背受敌
fbuf=1,防不胜防
fbv=1,犯不着
fbvm=1,方便之门
fbwu=1,反败为胜
fbx=1,放不下
fbxi=1,非比寻常
fby=1,翻白眼
fbzv=1,罚不责众
fc=1,讽刺
fcbl=1,方寸不乱
fcjb=1,非此即彼
fcl=1,发错了
fcls=1,风餐露宿
fcml=1,服从命令
fcvd=1,方寸之地
fcvv=1,凡此种种
fcyl=1,方寸已乱
fczx=1,父慈子孝
fd=1,反对
fdbj=1,放荡不羁
fdd=1,反对党
fddt=1,福地洞天
fddx=1,复旦大学
fdg=1,梵蒂冈
fdgj=1,发达国家
fdi=1,房地产
fdix=1,釜底抽薪
fdj=1,发动机
fdli=1,蜚短流长
fdm=1,防盗门
fdmb=1,奋斗目标
fdp=1,反对派
fdpp=1,风度翩翩
fdx=1,放得下
fdy=1,辅导员
fdyb=1,分道扬镳
fdyv=1,粉雕玉琢
fe=1,反而
fefh=1,飞蛾赴火
feml=1,福尔马林
fems=1,福尔摩斯
feph=1,飞蛾扑火
fevv=1,分而治之
ffbb=1,缝缝补补
ffdc=1,丰富多彩
ffdd=1,疯疯癫癫
ffet=1,泛泛而谈
ffff=1,反反复复
fffy=1,芬芳馥郁
fffz=1,纷繁复杂
ffgg=1,风风光光
ffhh=1,分分合合
ffhq=1,夫复何求
ffii=1,浮浮沉沉
ffil=1,反腐倡廉
ffmm=1,方方面面
ffrr=1,纷纷扰扰
ffsd=1,非法所得
ffsz=1,凡夫俗子
fftq=1,奋发图强
fftt=1,服服帖帖
ffv=1,分分钟
ffvj=1,泛泛之交
ffvx=1,非分之想
ffvy=1,肺腑之言
ffwi=1,反复无常
ffxu=1,奋发向上
ffyy=1,风风雨雨
ffyy=1,沸沸扬扬
ffzz=1,贩夫走卒
fgak=1,富贵安康
fgbr=1,富贵逼人
fgiu=1,飞鸽传书
fgly=1,浮光掠影
fgrh=1,富贵荣华
fguf=1,奉公守法
fgwj=1,丰功伟绩
fgwt=1,法国梧桐
fgwx=1,风光无限
fgxp=1,凤冠霞帔
fgxx=1,反戈相向
fgxy=1,封官许愿
fgyj=1,反戈一击
fgyn=1,风光旖旎
fgzj=1,放歌纵酒
fgzt=1,富贵在天
fgzw=1,反躬自问
fgzx=1,反躬自省
fhgu=1,放虎归山
fhjd=1,风华绝代
fhl=1,肺活量
fhlj=1,繁华落尽
fhlp=1,废话连篇
fhlv=1,峰回路转
fhly=1,凤凰来仪
fhq=1,防火墙
fhrl=1,风和日丽
fhsj=1,繁花似锦
fht=1,烽火台
fhtd=1,飞黄腾达
fhul=1,发号施令
fhvm=1,风华正茂
fhwb=1,法海无边
fhwj=1,分化瓦解
fhwr=1,防患未然
fhxy=1,风花雪月
fhyf=1,凤凰于飞
fhzy=1,发挥作用
fi=1,非常
fib=1,非常棒
fibq=1,非常抱歉
fiby=1,非常必要
ficd=1,风吹草动
fid=1,非常多
fidd=1,非常大的
fidi=1,风驰电掣
fidj=1,付出代价
fif=1,非处方
fifi=1,非常非常
fifs=1,夫唱妇随
fify=1,非处方药
fig=1,非常高
figj=1,非常关键
figx=1,非常高兴
fih=1,非常好
fii=1,非常差
fij=1,放长假
fijd=1,非常简单
fijm=1,非常紧密
fiju=1,非常及时
fik=1,非常快
fikn=1,非常困难
fikx=1,非常可惜
fil=1,非常冷
fild=1,风吹浪打
filj=1,非常理解
fill=1,风尘碌碌
fim=1,非常慢
fimq=1,非常密切
fimx=1,非常明显
fin=1,非常难
fing=1,非常难过
fip=1,副产品
fipb=1,非常普遍
fipp=1,风尘仆仆
fipt=1,非常普通
fiq=1,非常强
fiqi=1,非常清楚
fir=1,非常热
firv=1,非常认真
firy=1,非常容易
fiu=1,方程式
fiuk=1,非常深刻
fium=1,浮出水面
fiuq=1,非常时期
fiur=1,非常深入
fiv=1,房产证
fivu=1,非常重视
fivw=1,非池中物
fivy=1,非常重要
fiwr=1,非诚勿扰
fix=1,放长线
fixh=1,非常喜欢
fixj=1,反唇相讥
fixw=1,非常希望
fiyd=1,风吹雨打
fiyg=1,非常严格
fiys=1,风吹云散
fiyv=1,非常严重
fiyx=1,非常有限
fizx=1,逢场作戏
fjcy=1,风卷残云
fjdh=1,翻江倒海
fjdi=1,非机动车
fjku=1,费尽口舌
fjqz=1,负荆请罪
fjvf=1,发家致富
fjvj=1,反间之计
fjvl=1,缚鸡之力
fjvx=1,抚今追昔
fjx=1,分界线
fjxj=1,费尽心机
fjxs=1,费尽心思
fjyf=1,富甲一方
fk=1,反馈
fkd=1,防空洞
fkdg=1,富可敌国
fklj=1,风口浪尖
fkp=1,放空炮
fkwv=1,反客为主
fl=1,费了
flb=1,菲律宾
flcz=1,风流才子
flel=1,焚林而猎
flf=1,翻了翻
flfm=1,非驴非马
flfq=1,翻来覆去
flfq=1,飞来飞去
flgd=1,法律规定
flh=1,风凉话
flhh=1,飞来横祸
flht=1,返老还童
fli=1,分理处
fliv=1,法轮常转
fliz=1,泛滥成灾
flkf=1,法兰克福
flkh=1,风流快活
fll=1,法拉利
fln=1,服了你
flp=1,飞利浦
flrm=1,纷乱如麻
flrw=1,风流人物
flry=1,风流儒雅
flth=1,富丽堂皇
fltt=1,风流倜傥
fluq=1,福禄双全
flvk=1,饭来张口
flwb=1,法力无边
flwd=1,非礼勿动
flwt=1,非礼勿听
flwu=1,非礼勿视
flwy=1,非礼勿言
flx=1,法兰西
flxd=1,父老兄弟
flxh=1,放浪形骸
flxq=1,父老乡亲
flxs=1,风流潇洒
flxy=1,扶老携幼
fly=1,福利院
flyd=1,弗洛伊德
flyu=1,风流韵事
flz=1,负离子
flzt=1,飞龙在天
fm=1,方面
fmbl=1,锋芒毕露
fmbr=1,锋芒逼人
fmbv=1,分秒必争
fmdi=1,粉墨登场
fmii=1,反目成仇
fml=1,发霉了
fmlj=1,凤毛麟角
fmp=1,非卖品
fmq=1,父母亲
fmsx=1,锋芒所向
fmvk=1,防民之口
fmw=1,分泌物
fmxs=1,伐毛洗髓
fmy=1,驸马爷
fmys=1,负面因素
fmyu=1,风靡一时
fmzy=1,负面作用
fn=1,烦恼
fngj=1,逢年过节
fnl=1,服你了
fnmu=1,非你莫属
fnvu=1,分内之事
fp=1,分配
fpgv=1,返璞归真
fpl=1,废品率
fplj=1,风平浪静
fq=1,放弃
fqfg=1,非亲非故
fqfk=1,分期付款
fqj=1,番茄酱
